designation,degree,premium,profile_pic,connected,username
"UX/UI Design, Visual Design Thinkful",2,false,true,false,alonso-rosado
UX/UI Designer Skyward IT ,3,false,true,false,kathryn-duff
Director saimuntanjim.com,2,false,true,false,saimuntanjim
User Experience Designer/ UI Freelance,2,false,true,false,surabhi-mathur
Concept Artist Concept art,3,false,true,false,chema-gil-92580282
UX/UI Designer HopSkipDrive,2,false,true,false,dixuux
Operation Lead at Shajao.com,1,false,true,true,fazle-rabbee-0b23261b4
CEO & Founder | Business Wealth Creation Solutions | Investment ROI Specialist | Author | Speaker at Leisuretime Media,2,false,true,false,declanbarnett
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
"UX Designer Aetna, a CVS Health Company",3,false,true,false,kartheekgaddameedi
Chief Executive Officer,2,false,true,false,chief-executive-officer-22467914b
Senior Director of Training & Development  FPI Management,3,true,true,false,heather-mallette-a5990a30
UX Design Instructor ATLAS Institute at CU Boulder,3,false,true,false,kevincookdesign
UX/UI Designer media junction®,2,true,true,false,meganderrick01
Web and Graphic Designer Freelance,2,false,true,false,mystic-sayer
Global Head of Talk and Live Audio Marketing Spotify,2,true,true,false,laurenvu
UX UI Designer Freelance,2,false,true,false,dulce-villanueva
Master of Business Administration - MBA at University of Rajshahi,3,false,true,false,umme-khayom-fatema
Marketing Communications Specialist | Graphic Designer Berkshire Hathaway Homestate Companies,3,true,true,false,alexandrineortega
Mastermind  Diversity Masterminds,2,true,true,false,certifymycompany
Partner Enablement Learning Designer Intern Salesforce,2,false,true,false,andrewporto-1
Master Mariner,2,false,true,false,farooque-md-omar-8232451b
UI Designer NAILERZ,2,false,true,false,anitria-rodney-500466105
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
PPA 15 | Accounting Student at The University of Texas at Dallas | Aspiring CPA | Seeking Tax Internships,2,false,true,false,jxnnifertnguyen
Senior UX/UI Designer Broadlume,2,false,true,false,taydunworth
zen master,2,false,true,false,kung-fu-b860244b
UX/UI Designer Atiba,3,false,true,false,ldeguzman
Scrum Master | Agile Coach | Bongo,2,false,true,false,faisal-akram-ether
UX Designer VMLY&R,2,true,true,false,kendramwong
Graduate Research Assistant North Carolina State University,3,true,true,false,swagatajp
--,3,false,true,false,kung-f%C3%BA-urbano-6265b070
"Deputy Managing Director (DMD) at Raidha Collections Ltd, Labib Group",3,false,true,false,tarique-chowdhury-7230b771
Managing Director at Les Bleus Ltd. | Blockchain & Crypto Investor,2,false,true,false,abid-mansur-23641b21
SDET at Charles Schwab | B.S. Computer Engineering Alumn from UT Dallas,3,false,true,false,aryanbarghi
UI/UX Designer Shopee,2,false,true,false,bingwangdesign
UI Designer I Esri,3,false,true,false,greta-jursch-958197156
Founder & CEO at Colossal Global Ltd.,2,false,true,false,jesun-ahamed-swift
Monitor de esporte na Fundação Sinhá Junqueira,3,false,true,false,rafael-kung-fu-yaghmi-576132143
Master's student,3,false,true,false,mahmuda-nasrin-shima-a88101206
Studente presso Università degli Studi di Milano,3,false,true,false,kung-fu-fra-uni-bb83aa63
Graphic Designer Commercial Printer,2,false,true,false,charles-chip-white
--,2,false,true,false,kung-fu-1a60ab17a
UI/ UX Designer GoGuardian,3,false,true,false,yoonahbae
Associate UI Designer 2 Epsilon,2,false,true,false,sean-mccarthy319
President at A Digital Village Foundation,2,false,true,false,s-m-mahmudul-hoque-266590a9
Senior Product Designer Catalyst Software,2,false,true,false,lucindafharris
Freelance Graphic Designer Freelance,2,false,true,false,al-waleed-al
Product Designer Scapade | For Travelers and Locals,2,false,true,false,nefertitibourne
Customer Acquisition Expert at Breaking Mars Inc,1,true,true,true,md-reyad-morshed-a64855189
UX/UI Designer TYCA,2,false,true,false,isaiahcole
I'm looking for a new opportunity. Assistant Pattern Master at Opex Group,2,false,true,false,md-zahangir-alam-453987122
CTO and co-founder at DataStax,2,false,true,false,jbellis
Working with local businesses to support talent development in the creative industries.,3,false,true,false,royhanney
UI Designer Haddad & Partners,3,false,true,false,mrjamesgrey
Master's at University of Chittagong,3,false,true,false,sakibulhasanpavel505
UX Designer Cisco,2,true,true,false,kathleen-claire-67b628194
Customer Acquisition Expert at Breaking Mars Inc | Ex-Team Lead of Customer Support of Shajao.com,1,false,true,true,somaiya-mowrin-502a76182
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
Product Designer Spotify,2,false,true,false,ashley-moody
operador de tornos na Elmebra - Eletromecanica Ltda,2,false,true,false,roziba-kung-fu-76515316a
"User Experience Designer Pinnacle Group, Inc.",2,false,true,false,katherine-v-gomez-34343393
UX&UI Design Specialist QIDIAN Inc.,3,false,true,false,yating-bai-uxui
Senior Visual Designer Fantasy,3,false,true,false,mark-edwards-3105935a
Chief Executive Officer (CEO) Northern Green,2,false,true,false,mirza-haidar-ali-68677455
UX/UI Designer CBRE | Host,3,false,true,false,megan-creighton
"UX/UI Designer Benten Technologies, Inc.",3,true,true,false,jessicasingh88
"Head of Accounts, Shajao.com",1,false,true,true,sajjad-latif-06417b25
Director at Pretty Group,2,false,true,false,rajib-talukder-55702bb0
UI/UX Designer Entry Co,2,false,true,false,claudiareedy
UX Lead YouTube,2,false,true,false,hanna-jung-70416226
UX Designer Peoples Budget Texas,3,false,true,false,marie-joyce-tio
UX UI Product Designer Rebecca Wyatt Design,3,false,true,false,rebeccaannwyatt
"Sr. UX designer, App Modernization Charles Schwab",2,true,true,false,hyesoo-chang-9b8a06115
Senior Full-stack JavaScript Developer BAE Systems Applied Intelligence,3,false,true,false,bartosz-iwaszkiewicz-805a4a137
UX/UI Design Student Thinkful,2,true,true,false,erin-knight-
Soprtman at Afghanistan Kung Fu Federation,3,false,true,false,afghan-kung-fu-federation-a7656679
--,2,false,true,false,jefferson-kung-fu-santos-833331ba
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
UX | UI Designer San Francisco Art Institute,2,false,true,false,arezoodesign
--,2,false,true,false,kung-fu-panda-495372b2
UX/UI Designer Therefore Interactive | Digital Agency,2,false,true,false,sana-shepko
"Master of Science at Department of Physics, University of Dhaka",3,false,true,false,shahidul-islam-3629a865
Co-Founder Belo Labs,2,false,true,false,taimoor-nasir
Digital Marketing Specialist at Breaking Mars Inc.,1,true,true,true,asiflikhon11
User Experience/ User Interface Designer The Bottling Co.,3,true,true,false,l-m-delaney
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
User Experience Designer Eightfold,2,false,true,false,prestontang
Biomedical Engineer,3,false,true,false,ashiq-e-mustafa-3181567b
Master of Philosophy - MPhil at University of Chittagong,3,false,true,false,shahna-afrin-976a651b0
UX/UI Designer The D2D Experts,3,false,true,false,jackledesign
"Epoxy, PU, Ucrete,Floor Hardener, Water,Heat & Damp Proofing, Crack Repairs,all type construction Chemical importer",3,false,true,false,epoxy-pu-flooring-mg-corporation-international-27636918a
Lead Bartender Cala,3,false,true,false,orlandocastillo510
UX/UI Designer BuildOps,2,false,true,false,ashleytai
Customer Acquisition Expert at Breaking Mars Inc | Ex-Team Lead of Customer Support of Shajao.com,1,false,true,true,somaiya-mowrin-502a76182
Corporate Revenue Manager at Station Casinos,2,false,true,false,kung-fu-tiger-8302a81ba
Master of Business Administration - MBA at Mawlana Bhashani Science Technology University,3,false,true,false,sumaya-zaman-323857144
Managing Director Globex Pharmaceuticals Ltd,2,false,true,false,indrajit-sarker-86304435
"Experience Designer, Growth Adobe",2,false,true,false,juanitaangel
Senior UI Designer Naughty Dog,3,false,true,false,dcorporon
Software Developer Parallaxlogic Infotech,1,false,true,true,raashedr
UI / UX Designer Creative Circle,2,false,true,false,lisafilice
"Managing Director, Spark Consumer Products Ltd",2,false,true,false,m-bodrul-islam-419baa48
Chief Editor & Publisher at International Martial Arts Times Magazine,3,false,true,false,dr-zulfiqar-ali-zulfi-70976172
Creative Director Tulfa Inc.,2,false,true,false,cindybe
Customer Acquisition Expert at Breaking Mars Inc | Ex-Team Lead of Customer Support of Shajao.com,1,false,true,true,somaiya-mowrin-502a76182
Visual UI Designer Freelance Designer ,3,false,true,false,chrisjancheta
CEO & Managing Director at GREEN ELEVATOR TECHNOLOGY/POWER GREEN ENGINEERING,3,false,true,false,green-elevator-technology-10044618b
"President/CEO Majority Owner DoubleDave's Pizzaworks Systems, Inc.",3,false,true,false,chuck-thorp-35aa9a10
Singer/Songwriter/Multimedia Artist/Multimedia Writer at Sophie Ralston a.k.a. Kung Fu Sophie,3,false,true,false,sophie-ralston-6b237617
Venture Capital / Investor Relations,2,false,true,false,marine-popoff-1b986281
Brand Manager | Global Creative Lab UNIQLO,3,false,true,false,spacampara
UX Designer and Researcher - SCADpro HP,2,true,true,false,-akshayamohan
Master of Business Administration - MBA at Jahangirnagar University,3,false,true,false,khan-sharafath-islam-shihab-a0ba0a133
king at king,3,false,true,false,kung-fu-king-kung-fu-king-862353177
Freelance Product Designer Materially,2,false,true,false,manishahale
Kaggle Competition Master at Kaggle | Deep Learning and Data Science Enthusiast,3,false,true,false,bishmoy-paul-8156751aa
President Liz Kislik Associates LLC,2,true,true,false,lizkislik
Director Queens Of Camo,2,false,true,false,nicholas-barton-50868818
UI/UX Designer Chinese Computer Community at UCSD,3,false,true,false,zhilinli
Estudante na colegio estadual professor joão brasil,3,false,true,false,jhonatan-igor-equipe-maximus-de-kung-fu-rj-62b03a69
"Graphic Designer Synergy Science, Inc.",3,true,true,false,luissromero
Master Student at Asian Institute of Technology (AIT),2,false,true,false,mohammad-ali-haider-36ab3360
UX/UI Designer Edge & Node,3,false,true,false,evatrapecar
Turkey Wushu Kung Fu Federation,3,false,true,false,t%C3%BCrkiye-wushu-kung-fu-federasyonu-a31a041a3
Militar/ professor EXERCITO/ ESCOLA DE KUNG FU VING TSUN KUEN SHAOLIN,3,false,true,false,andr%C3%A9-palumbo-kung-fu-92807472
Research Assistant Brigham Young University,2,false,true,false,chloe-badstubner-833a51172
Advisor. Strategist. Creative. STORYMINERS,2,true,true,false,mikewittenstein
worker bei work1,2,false,true,false,mi-le-kung-fu-9286897a
Marketing Executive A.K. Steel Industries,3,false,true,false,anayetulhaque
Associate UX Consultant Improving,2,false,true,false,ranaefithian
Lead Producer at 343 Industries,3,false,true,false,michaelfahrny
"CEO at e-Soft | Crew Chief at Space Innovation Camp, Adviser, NASA Space Apps Challenge BD",2,false,true,false,arifulhasanopu
UX Generalist State Farm ®,3,true,true,false,gary-baer-09606713
CEO of USA Btech Arena,2,false,true,false,mosharaf-hossain-ndc-329151216
Product Development Officer at ACI Limited,2,false,true,false,md-moshiur-rahaman-36ab53177
Officer Good Neighbors Bangladesh,2,false,true,false,eshita-mazi-1533aa1aa
Managing Director at Insame Technologies Ltd.,3,false,true,false,syed-akhlak-uddin-ahmed-724b3836
Executive at Shajao.com,1,false,true,true,atik-rahman-a2a8881a8
"Master of Arts - Govt. Azizul Haque College, Bogra.",2,false,true,false,md-abdul-momin-95a609142
UX Designer Google,2,false,true,false,niyati-malaviya-81696b139
Chief Executive Officer at LankaBangla Investments Limited,3,false,true,false,iftekhar-alam-b7aa7632
Senior Creative Designer at Shajao.com,1,false,true,true,tanvir-ahmad-269873148
UX Design Apprentice Thinkful,2,true,true,false,kiravella98
Senior UI Designer Tesla,2,false,true,false,dennisdang
CEO Founder at TipsNewsBD.Com,2,false,true,false,tipsnewsbddotcom
"UX/UI Designer Lytho, formerly inMotionNow",2,false,true,false,brooke-babb-b7295244
UX Coordinator Elevated Third,2,false,true,false,christyclonts
Master's student at University of Dhaka,2,false,true,false,awsafierdu
UX/UI Designer ll Comcast,2,true,true,false,bill-tedder-a0277864
SQA at 6sense | High Tech Software Agency,1,false,true,true,tarannum-islam-714b9b230
UI UX Designer Cisco,3,false,true,false,saramartinez
Master's Student at university of rajshahi,3,false,true,false,christina-rossetti-32104412a
Lead UX Designer U.S. Census Bureau,3,true,true,false,benjaminrsweet
Performer at Cirque du Soleil,3,false,true,false,lv-modern-kung-fu-jian-373937116
UX Designer II IQVIA,2,true,true,false,moiragill
Master's of science(Msc) in Remote Sensing and GIS at Jahangirnagar University,2,false,true,false,likhon-t
Digital Marketing Specialist at Breaking Mars Inc.,1,true,true,true,asiflikhon11
✍️ Writer I 🎬 Performer I 🎥 Bafta Member,3,true,true,false,hai-le-2610
The boss,3,false,true,false,kung-fu-682598a4
"President at Beautiful Calf Productions - specialized in independent film, TV and animation production - creators of unique emotional experiences - experts at monetizing clients’ film assets - global talent reach",3,true,true,false,jayne-b-b6b6661
--,3,false,true,false,z%C3%A9-academia-kung-fu-83170762
I want to be a better listener,3,false,true,false,aalom
UX/UI Designer Ethos Group,3,false,true,false,itsjamieson
High performance leaders/ health advocates seeking for a simple yet powerful - optimal health & wellness solution you've always been looking for,2,false,true,false,jennifer-truong-
--,2,false,true,false,kung-fu-b85b4b8a
Master's degree at jagannath university,3,false,true,false,rahamatullah-sumon-393515135
UX Designer SmileDirectClub,3,false,true,false,lindsay-ambrose
"UX/UI Designer Dexterity, Inc.",3,false,true,false,robtemmerman
UX Design Apprentice General Assembly,3,false,true,false,andrea-rascol
Chief Executive Officer at MIB - Made in Bangladesh,2,false,true,false,maksud-uzzaman-syed-30b20055
Managing Director,2,false,true,false,mohammad-monjurul-karim-23311ba2
UX/UI Designer Alo Moves,2,false,true,false,brandy-shin
"UX/UI Designer Idera, Inc.",2,false,true,false,jaclynjchao
Business Development Intern INSPIRANT Media,3,false,true,false,ashima-bhargava-72b55117a
Customer Master Officer at LafargeHolcim Bangladesh Limited,2,false,true,false,fahadul-islam-4302b912a
Quality Assurance Manager at Apon Agro Food Products LTD,1,false,true,true,md-golam-shahriar-283227159
"Assistant Coordinator, Master in Public Health Programme at James P Grant School of Public Health",3,false,true,false,tahsin-hossain-542a5468
Chief Executive Officer at Simulation-It,3,false,true,false,abu-naem
Owner Academy of Kung Fu Inc,3,false,true,false,longview-kung-fu-6585907b
--,3,false,true,false,kung-fu-032340181
Master of Philosophy - MPhil at Jahangirnagar University,3,false,true,false,soniya-sony-005618138
Lead UX Designer Save the Water™ (STW™),2,true,true,false,gregorkalfas
UX/UI Designer & Researcher Advantage Evans,2,false,true,false,delree-j-robinson
UI/UX Designer Aptean,3,false,true,false,asiaasberry
kung fu Kung fu,3,false,true,false,norbert-p-szucs-kung-fu-master-b9a09723
Kung Fu Infinity LLC - Business Owner,3,false,true,false,kung-fu-infinity-martial-arts-school-a42a15213
--,2,false,true,false,ack-kung-fu-5200a77b
Company Owner at nurgousulazom.com,3,false,true,false,nurgousulazom
Master of Business Administration - MBA at University of Dhaka,2,false,true,false,azmain-adil-rifat-558b6a179
UX/UI Designer Savviest,3,true,true,false,soheekim510
Associate Director - Cost Management & Quantity Surveying,2,true,true,false,mmm3mrics85
UI/UX Designer iRoofing,3,true,true,false,bhargavi-oak
CEO | Chief Instructor at Centro Cultural Shaolin Kung Fu Zen Mexico,3,false,true,false,centro-cultural-shaolin-kung-fu-zen-mexico-5952101b4
Senior UI Designer Dexcom,2,false,true,false,damianbilski
"Entrepreneur & Program Leader(IT,Youth Development,Education),Specialist on Program (DDMA) and L&D.",2,false,true,false,shaikh-nazmul-hossein-31496994
maintence at wcpss,3,false,true,false,kung-fu-tsui-274766a1
Visual Designer + Strategist Wovenscapes,2,true,true,false,priyanka-kurekar-8220a2210
Master of Business Administration - MBA at Jahangirnagar University,2,false,true,false,sftahmid
Student at McGill University,3,false,true,false,kung-fu-panda-9149081a8
CEO at Manami Fashions Limited,3,false,true,false,abul-kalam-azad-acma-8b73b718
Jr. UX Designer Encoura,3,true,true,false,arianna-martinez-designer
Master of Laws (LL.M.) at Bangladesh University of Professionals (BUP),3,false,true,false,sakib-haider-456a39212
Product Design Intern Children and Screens: Institute of Digital Media and Child Development,2,true,true,false,yingjieli001
UX Designer InRhythm,3,false,true,false,yulia-sokolova-nyc
Senior User Experience Designer Celerity,2,false,true,false,sainraja
Managing Director and CEO at Prime Finance Capital Management Limited,2,false,true,false,drmosharraf
UX/UI Designer Citi,2,false,true,false,milankimdesign
,2,false,false,false,
Executive at Shajao.com,1,true,true,true,mehedi-hasan-827766226
Master of Business Administration at American International University-Bangladesh (AIUB),2,false,true,false,iftekhar-ifty
Director de Kung Fu to Kill Zombies,3,false,true,false,pedrobisbal
Chief Operating Officer ( COO ) at Alco Pharma Ltd.,3,false,true,false,mahiuddin-ahmed-082a6435
Graphic Designer Primary.Health,2,true,true,false,huilinmwang
Master of Engineering - M.Engg at Bangladesh University of Engineering and Technology (BUET),3,false,true,false,mohammad-tooneer-2a716a146
UX/UI Designer SimFit  ,2,true,true,false,amyogg
Chief Financial Officer at Akash Network,3,true,true,false,cheng-wang-10900621
Product Designer Honey,2,false,true,false,stormydesigns
Product Designer Openfit,2,true,true,false,seanmarcano
Master of Business Administration - MBA at NU,2,false,true,false,shariful-ahsan-09857b137
Chief Executive Officer at Fitness Bangladesh women's gym,2,false,true,false,doyeta-akther-355355202
cad pattern master & 3D Master at Islam group,2,false,true,false,md-toslim-hossain-757870218
Master's of Science at University of Dhaka,2,false,true,false,noveea-t-58a18a167
Master of Computer Applications - MCA at University of Dhaka,3,false,true,false,khurshid-alam-joy-622391201
Intern M.M. Ispahani Limited,1,false,true,true,sumaiya-jannat-0a05581a5
Speaker Sex & Relationship Expert,3,true,true,false,drjennsden
Intern M.M. Ispahani Limited,1,false,true,true,sumaiya-jannat-0a05581a5
Product Designer Sprinklr,2,false,true,false,nkatherine
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
SQA at 6sense | High Tech Software Agency,1,false,true,true,tarannum-islam-714b9b230
USC MS CS ‘23 | Backend Engineer,3,false,true,false,fc37aa2
"Master’s Student, Mechanical Engineering",2,false,true,false,mahmudulfiroz
Producer mistercoolgirl,3,true,true,false,jordan-b-cohen
"UX/UI Designer Synergy Computer Solutions, Inc.",2,true,true,false,don-shearn-72874350
UI Designer Paradigm Design & Development Agency,3,false,true,false,hannaneh-akhoondi-5288aa1a7
UX Designer General Assembly,2,false,true,false,arti-ramanathan
User Experience Design Fellow General Assembly,3,false,true,false,bello-deuce
Designer Micron Technology,3,false,true,false,brooke-floyd
ISTQB® Certified | Software Quality Assurance Engineer | Scrum Master,3,false,true,false,jeesa-sultana-a00995154
UX/UI Designer Cendyn,2,false,true,false,randy-pereira
MAESTRO en TAO CHUAN KUNG FU,3,false,true,false,edgar-valdez-prof-kung-fu-81290a49
Owner chez École Pak Mei Orthodoxe Kung Fu,2,false,true,false,pakmei
"Senior Vice President, LU-GLOBAL Lindenwood University",3,true,true,false,joesallustio
Freelance Product Designer Vera Coffee Solutions,2,true,true,false,iandonovanhock
Founder & CEO at Car Rental Services Founder & Director at Built Engineering,3,false,true,false,engr-simon
Junior UI Designer Govini,2,false,true,false,juleshiga
CEO at Yes Firm Ltd,3,false,true,false,faruk-zaman-a6261841
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
UI Designer Lennar,3,false,true,false,imnickzart
Quality Assurance Manager at Apon Agro Food Products LTD,1,false,true,true,md-golam-shahriar-283227159
Operation Lead at Shajao.com,1,false,true,true,fazle-rabbee-0b23261b4
Intern M.M. Ispahani Limited,1,false,true,true,sumaiya-jannat-0a05581a5
VR - UX | UI Designer YBVR,3,false,true,false,celiadesigns
Photographer Logan Peck Photography,2,false,true,false,loganpeck
Chief executive officer #Rocket Engineering Consultant,2,false,true,false,engr-md-raihan-masud-rocket-79705921b
UI/UX Designer Carnival Cruise Line,3,false,true,false,agildesign
Scrum Master at RedDot Digital Limited | Subsidiary of Robi Axiata Limited,2,false,true,false,km-sonnet
UX Designer Genius Diagnostics,2,false,true,false,kendallclarkdev
Customer Acquisition Expert at Breaking Mars Inc | Ex-Team Lead of Customer Support of Shajao.com,1,false,true,true,somaiya-mowrin-502a76182
Managing Director at BRITISH BANGLA HOSPITAL LTD,3,false,true,false,amin-sheikh-66543210
CEO and Co-Founder Upfront,2,true,true,false,danalevinrobinson
Product Designer Mids Agency,3,false,true,false,daniyal-ahmadi-316499166
UI Designer Rivian,3,false,true,false,jingying-lin-b147548b
Master of Laws (LLM) | Bachelor of Laws (LLB) at University of Dhaka,3,false,true,false,shuvo-islam
Senior Technical Recruiter - Product Managment,3,true,true,false,setochristopher
Recruiting and Sourcing SME,2,true,true,false,scottrandallbeardsley
Senior Visual Designer - United Healthcare Huge,2,true,true,false,malayevilyas
"Managing Director , InterExchange Solutions Limited.",3,false,true,false,mohammadzahinulislam
UI Designer Echo Design,2,false,true,false,ryansaedi
CEO of Uniglobal Aviation. An experienced logistics and shipping consultant.,3,false,true,false,md-shahinul-huda-jewel-3877296
ICT Senior Supervisor in the field of network Infrastructure and Control rooms.,2,false,true,false,mohammadkhashei
UX/UI Designer NatureHub,2,false,true,false,omarfk
UI/UX Designer Media OTG,2,false,true,false,herman-glauber-71b473120
"UX/UI Designer The MARCUS Literacy Project, Inc.",3,false,true,false,emmettcygnet
User Interface Designer Zortify,3,false,true,false,jeehyunkim
UX/UI Designer Elice Ferrell,2,false,true,false,eliceferrell
Senior Talent Acquisition Specialist,2,true,true,false,madison-nickerson-bb542b1a3
UI Designer HUMBL ,2,false,true,false,cynavago
Front End Web Developer The Great Dev Co. ,2,false,true,false,charley81
Marketing Coordinator Ad.IQ,3,false,true,false,crystalnava
"Digital Designer Yimei Construction Engineering Co., Ltd.",2,true,true,false,ye-lei
Master of International Business,3,false,true,false,nafisa-nowshin-15502a2b
Master of Fine Arts - MFA at University of Dhaka,2,false,true,false,ayrin-shanta-233146157
UX/UI Designer Photon,2,false,true,false,kirill-osipov-uxui-designer
Senior UI/UX Designer at Dell Technologies,3,false,true,false,dhruvi-brahmbhatt
Web Strategist New Breed,2,false,true,false,alisonsinger
PRESIDENTE E FUNDADOR DA ESCOLA CHINESA PUNHOS DE FERRO DE KUNG FU,2,false,true,false,mestre-cruppeizaki-escola-chinesa-punhos-de-ferro-de-kung-fu-13098aa5
Business Owner at Stryve Gym,2,false,true,false,kung-fu-125054180
UX/UI Designer Gather,2,false,true,false,sarah-schmid-4620b2177
M.D. | UC Berkeley BioE MEng ‘22,2,false,true,false,yutaotseng
UX/UI Designer Shoott,2,true,true,false,claireguo22
Master of Business Administration - MBA at Hajee Mohammad Danesh University of Science and Technology,3,false,true,false,biplob-chandra-roy-a17528213
"Private Royal Teacher Kung Fu & Gymnastics for Kids at Home. Unique Job, I'm the only One in whole Asia with this Business. NOBODY IS PERFECT ... BUT PARTS OF YOU ARE EXCELLENT!",3,false,true,false,samlapian
Managing Director at Multifix Corporation,3,false,true,false,md-mushfiqur-rahman-9576a949
"CTO & acting CPO @ Adfenix. Software, Innovation & Technology Leader",2,false,true,false,adamhorner
UX/UI Visual Designer Audacity Health,2,true,true,false,negin-nikki-imani
Senior Research Analyst at Innovations for Poverty Action || Looking for Master’s funding Opportunities,3,false,true,false,nishat-akter
Creative Supervisor,2,true,true,false,ushma-p-228654158
"Assistant Manager, Human Resources - Consumer Products Division at L'Oréal",2,false,true,false,peter-zhangg
"Entrepreneur, coach, politician",3,true,true,false,marcguyon
Chief Executive Officer (CEO) Talent Development Initiative (TDI),3,false,true,false,md-mahfuzul-haque
UX/UI Designer Energage,2,false,true,false,suhyunkim-ui
UX Designer MongoDB,2,true,true,false,kittybrown
UX/UI Designer Vaco,2,false,true,false,melanie-a-silverman
Bookkeeper at Besma,2,false,true,false,nancy100
Corporate Security Manager at United Group,2,false,true,false,md-dipraj-khan
Technology Development Program Associate Optum,3,false,true,false,grantchristianjohnson
CEO at Netflix Technologies Ltd,3,false,true,false,sydur-rahman-a3a00774
UX/UI Designer Matic Digital,3,false,true,false,jacobrems
Back End Developer at Rowaad - رواد,2,false,true,false,marwa-mahmoud-68a1621b6
Unemployed None,3,false,true,false,mithun-roy-63114b136
MBA Candidate at University of Houston-Downtown,3,false,true,false,thaliathane
Student at Dom José,3,false,true,false,kung-fu-selvagem-90344b55
UX Designer Recuro Health,2,false,true,false,anaiswr
Available for new Opportunities at Maritime Industry,2,false,true,false,capt-subir-bairagi-a9a875139
Product Designer Foodbit | فودبت,2,false,true,false,mzhang5
--,2,false,true,false,kung-fu-ariza-3a369375
--,2,false,true,false,kung-fu-b051b3135
UX/UI Designer Verizon,2,false,true,false,jaeyoungha
Master Thesis Student at National Institute of Biotechnology,2,false,true,false,akibur-rahman-023717171
Designer Freelance,3,true,true,false,zatikyan
Designer Fortress Consulting,3,false,true,false,buse-finnegan-959bb7210
UX/UI Designer Freelance,3,false,true,false,lktashima
Chief Executive Officer(CEO) at Generation Z Bangladesh ||Graphics designer || Digital marketer || Leadership ||,3,false,true,false,effath-iftia-ananna
UX Designer Amazon,3,true,true,false,savitha-hayavadana-22a668202
"Master of Professional Banking, University of Dhaka.",2,false,true,false,nur-mohammad-714352103
"UX/UI Designer Hummingbirdsday, LLC ",2,false,true,false,vivianvdao
Lam Tang Kung Fu Academy,3,false,true,false,lam-tang-kung-fu-academy-b92483b4
Master of Science - MS at M. M. university & collsge,3,false,true,false,md-alomgir-kabir-7b0bb1212
"Student at G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW",3,false,true,false,kung-fu-237601198
Chief Executive Officer & Founder at Adroit design's,3,false,true,false,md-tariqul-islam-tipu-07526521
UI/UX Designer American Family Insurance,3,false,true,false,sharon-wasserman-814548
UI / UX Designer uxpros,3,false,true,false,arielle-morris-7b906b19a
Managing Director at Niramoy Healthtech Limited,2,false,true,false,giash-sikder-4211319
Founder Speaking of Strategy,3,true,true,false,larrymietusspeakingofstrategy
Senior UI Designer Peloton Interactive,2,false,true,false,odmln
Chief Executive Officer at support dot com,2,false,true,false,support-dot-com-4480b081
Co-Founder Stealth Startup,3,false,true,false,kai-chen-b86a2a101
UX/UI Designer TDMK Digital,3,false,true,false,arbydabu
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
Security Guard at E-Security Group Ltd,2,false,true,false,kung-fu-99a9251a7
UX Designer Genesis Block,2,true,true,false,jacob-kenning-b5308688
Master Warrant Officer at Bangladesh Air Force,2,false,true,false,moksadul-hasan-95623016b
UX/UI Design Student Springboard,2,true,true,false,jia-martin
Kung Fu Sifu at Freddie's Modern Kung Fu,3,false,true,false,freddiesmodernkungfu
UI Designer CVS Health,3,false,true,false,seth-smith-2a223aa2
"Accomplished Cancer Scientist with Depth of Expertise in the Basic Science and Translational Research in the Department of Radiation Oncology at Mays Cancer Center, School of Medicine",3,false,true,false,sung-jen-wei-phd-2254a0162
Independent Director at Amulet Pharmaceuticals Limited,2,false,true,false,ahmed-ferdous-964058214
"Passion for Health, Deep Tech, Conversations and Business",2,true,true,false,christiansoschner
Building something new-- Hiring!,2,false,true,false,shahid71
UX Designer VelocityEHS,2,false,true,false,liliannapedroni777
Co-Founder & Director at Europa Clothing Co. Ltd,2,false,true,false,atiqul-haque-766a1a69
网络 - 网络,2,false,true,false,%E6%B4%8B-%E5%B4%94-36bb1596
Intern Akij Group,3,false,true,false,farhana-yeasmin-31208a125
Currently pursuing Master’s in Dhaka University.,2,false,true,false,mashiur-rahman-87b99a164
CEO at Bengal Artisan,2,false,true,false,ashraf-hossain-52325a212
UX Designer Zonar Systems,3,false,true,false,allisonjin
Senior Master Trainer at Practical Action Bangladesh,3,false,true,false,mohammad-ali-38a79b97
Founder & CEO at IMBD Agency,3,false,true,false,shamimahmedbd
Quality Assurance Manager at Apon Agro Food Products LTD,1,false,true,true,md-golam-shahriar-283227159
Product Design Freelancer Raft&Company,2,false,true,false,uxeryanng
Art Director & UI/UX Designer Chidozie Creations,3,false,true,false,chidozieacey
UX/UI Designer Wedo,2,false,true,false,hannah-coffaro
"HEALTH, WELLNESS & LONGEVITY",3,false,true,false,lyndon-apacible-1216a073
